8.9,19.0,7.5,7.8,Senior
5.8,20.0,7.4,5.1,Senior
8.5,10.9,9.4,8.2,Senior
4.4,16.1,7.6,9.6,Senior
9.5,12.4,6.9,5.9,Senior
4.2,13.1,8.0,8.4,Senior
6.8,17.1,9.1,6.7,Senior
6.3,12.5,9.9,5.4,Senior
7.4,17.4,10.0,8.5,Senior
7.9,17.6,5.7,5.6,Senior
4.5,11.4,9.7,5.3,Senior
6.7,12.8,6.3,5.7,Senior
7.6,17.0,7.8,6.5,Senior
4.7,11.2,8.0,8.9,Senior
6.2,13.2,6.7,9.0,Senior
5.9,11.3,8.7,6.2,Senior
8.3,11.7,8.2,7.2,Senior
8.5,17.7,8.8,6.1,Senior
